Libellé du site,Caractéristique du site,Adresse,Complément d'adresse,Lieu dit,Code Postal,Localité,Code INSEE de la commune,Pays
BOUCE AP,AGENCE POSTALE,8 ROUTE DE SAINT GERAND DE VAUX,,0,03150,BOUCE,03034,FRANCE
BROUT VERNET BP,BUREAU DE POSTE,GRANDE RUE,,0,03110,BROUT VERNET,03043,FRANCE
BUXIERES LES MINES BP,BUREAU DE POSTE,10 RUE GEORGES COPET,,0,03440,BUXIERES LES MINES,03046,FRANCE
CHANTELLE BP,BUREAU DE POSTE,PLACE DE L OSCAMBRE,,0,03140,CHANTELLE,03053,FRANCE
CHARROUX AP,AGENCE POSTALE,29 GRANDE RUE,,0,03140,CHARROUX,03062,FRANCE
CHATEL DE NEUVRE AP,AGENCE POSTALE,26 ROUTE DE MOULINS,,0,03500,CHATEL DE NEUVRE,03065,FRANCE
COGNAT LYONNE AP,AGENCE POSTALE,2 ROUTE D ESPINASSE,,0,03110,COGNAT LYONNE,03080,FRANCE
CRECHY AP,AGENCE POSTALE,13 RUE DE L EGLISE,,0,03150,CRECHY,03091,FRANCE
CRESSANGES AP,AGENCE POSTALE,2 RUE DU MAGASIN A CHARBON,,0,03240,CRESSANGES,03092,FRANCE
DEUX CHAISES AP,AGENCE POSTALE,15 RUE JEAN CHARLES VARENNES,LE BOURG,0,03240,DEUX CHAISES,03099,FRANCE
ESPINASSE VOZELLE AP,AGENCE POSTALE,9 RUE SAINT CLEMENT,,0,03110,ESPINASSE VOZELLE,03110,FRANCE
ETROUSSAT AP,AGENCE POSTALE,LE BOURG,,0,03140,ETROUSSAT,03112,FRANCE
FLEURIEL AP,AGENCE POSTALE,1 PLACE DE LA MAIRIE,,0,03140,FLEURIEL,03115,FRANCE
GIPCY AP,AGENCE POSTALE,10 ROUTE DE COSNE,,0,03210,GIPCY,03122,FRANCE
MONTAIGU LE BLIN AP,AGENCE POSTALE,LA PLACE,,0,03150,MONTAIGU LE BLIN,03179,FRANCE
LE MONTET BP,BUREAU DE POSTE,2 RUE DU FAUBOURG SAINT POURCAIN,,0,03240,LE MONTET,03183,FRANCE
NOYANT D ALLIER BP,BUREAU DE POSTE,33 RUE DE LA MINE,LES GAUDIONS,0,03210,NOYANT D ALLIER,03202,FRANCE
SAINT GERAND LE PUY BP,BUREAU DE POSTE,5 RUE DU COMMERCE,,0,03150,ST GERAND LE PUY,03235,FRANCE
SAINT GERMAIN DES FOSSES BP,BUREAU DE POSTE,1 RUE DU MOULIN FROID,,0,03260,ST GERMAIN DES FOSSES,03236,FRANCE
SAINT GERMAIN DE SALLES AP,AGENCE POSTALE,1 PLACE AIME MATAT,,0,03140,ST GERMAIN DE SALLES,03237,FRANCE
SAINT HILAIRE BP,BUREAU DE POSTE,RUE DE LA POSTE,,0,03440,ST HILAIRE,03238,FRANCE
SAINT POURCAIN SUR SIOULE,BUREAU CENTRE,13 RUE MARCELLIN BERTHELOT,,0,03500,ST POURCAIN SUR SIOULE,03254,FRANCE
SAINT REMY EN ROLLAT BP,BUREAU DE POSTE,1 RUE DE LA POSTE,,0,03110,ST REMY EN ROLLAT,03258,FRANCE
TARGET AP,AGENCE POSTALE,1 RUE DE LA GRAND PECHE,,0,03140,TARGET,03277,FRANCE
TREBAN BP,BUREAU DE POSTE,3 PLACE DE L EGLISE,,0,03240,TREBAN,03287,FRANCE
TRONGET BP,BUREAU DE POSTE,3 RUE DES PERELLES,,0,03240,TRONGET,03292,FRANCE
VARENNES SUR ALLIER BP,BUREAU DE POSTE,4 RUE DE L HOTEL DE VILLE,,0,03150,VARENNES SUR ALLIER,03298,FRANCE
VENDAT BP,BUREAU DE POSTE,26 RUE DES LANDES,,0,03110,VENDAT,03304,FRANCE
ABREST BP,BUREAU DE POSTE,AVENUE DE VICHY,,0,03200,ABREST,03001,FRANCE
BELLERIVE SUR ALLIER BP,BUREAU DE POSTE,15 AVENUE JEAN JAURES,,0,03700,BELLERIVE SUR ALLIER,03023,FRANCE
BUSSET AP,AGENCE POSTALE,1 ROUTE DE LACHAUX,LA POSTE AGENCE POSTALE COMMUNALE,0,03270,BUSSET,03045,FRANCE
LA CHABANNE AP,AGENCE POSTALE,LE BOURG,,0,03250,LA CHABANNE,03050,FRANCE
CHATEL MONTAGNE AP,AGENCE POSTALE,15 PLACE ALPHONSE CORRE,,0,03250,CHATEL MONTAGNE,03066,FRANCE
CREUZIER LE VIEUX AP,AGENCE POSTALE,37 RUE DE LA MAIRIE,,0,03300,CREUZIER LE VIEUX,03094,FRANCE
CUSSET BP,BUREAU DE POSTE,10 RUE GAMBETTA,,BP 60300,03306,CUSSET CEDEX,03095,FRANCE
FERRIERES SUR SICHON AP,AGENCE POSTALE,8 PLACE DE LA POSTE,MAIRIE,0,03250,FERRIERES SUR SICHON,03113,FRANCE
LAPRUGNE AP,AGENCE POSTALE,LE BOURG,,0,03250,LAPRUGNE,03139,FRANCE
MARIOL AP,AGENCE POSTALE,2 RUE DES FONTAINES,,0,03270,MARIOL,03163,FRANCE
LE MAYET DE MONTAGNE BP,BUREAU DE POSTE,RUE FRANCISQUE DRIFFORT,,0,03250,LE MAYET DE MONTAGNE,03165,FRANCE
SAINT ETIENNE DE VICQ AP,AGENCE POSTALE,LIEU DIT LE BOURG,,0,03300,ST ETIENNE DE VICQ,03230,FRANCE
SAINT YORRE BP,BUREAU DE POSTE,RUE DU MARCHE,,0,03270,ST YORRE,03264,FRANCE
LE VERNET AP,AGENCE POSTALE,22 RUE DE CUSSET,MAIRIE,0,03200,LE VERNET,03306,FRANCE
VICHY,BUREAU CENTRE,PLACE CHARLES DE GAULLE,,BP 2941,03209,VICHY CEDEX,03310,FRANCE
HAUTERIVE APC AP,AGENCE POSTALE,PLACE DE LA MAIRIE,MAIRIE,0,03270,HAUTERIVE,03126,FRANCE
CREUZIER LE NEUF AP,AGENCE POSTALE,21 RUE DE LA MAIRIE,,0,03300,CREUZIER LE NEUF,03093,FRANCE
VICHY JEANNE D ARC BP,BUREAU DE POSTE,144 RUE JEAN JAURES,,0,03200,VICHY,03310,FRANCE
VALLEES D ANTRAIGUES-ASPERJOC AP,AGENCE POSTALE,MONTEE DE LA CROISETTE,,ANTRAIGUES SUR VOLANE,07530,VALLEES D ANTRAIGUES ASPERJOC,07011,FRANCE
AUBENAS CHAMP DE MARS,BUREAU CENTRE,PLACE DU CHAMP DE MARS,,0,07200,AUBENAS,07019,FRANCE
BARNAS AP,AGENCE POSTALE,SAINT THEOPHREDE,,0,07330,BARNAS,07025,FRANCE
LE BEAGE BP,BUREAU DE POSTE,29 PLACE DE LA POSTE,,0,07630,LE BEAGE,07026,FRANCE
BURZET AP,AGENCE POSTALE,52 GRANDE RUE,,0,07450,BURZET,07045,FRANCE
COUCOURON BP,BUREAU DE POSTE,PLACE DE LA MAIRIE,,0,07470,COUCOURON,07071,FRANCE
CROS DE GEORAND AP,AGENCE POSTALE,233 RUE DES 3 PONTS,,0,07510,CROS DE GEORAND,07075,FRANCE
ISSARLES AP,AGENCE POSTALE,LE VILLAGE,,0,07470,ISSARLES,07106,FRANCE
JAUJAC BP,BUREAU DE POSTE,20 RUE DE LA POSTE,,0,07380,JAUJAC,07107,FRANCE
LABASTIDE SUR BESORGUES AP,AGENCE POSTALE,PLACE DE L EGLISE,,0,07600,LABASTIDE SUR BESORGUES,07112,FRANCE
LABEGUDE AP,AGENCE POSTALE,67 ROUTE NATIONALE 102,,0,07200,LABEGUDE,07116,FRANCE
LE LAC D ISSARLES AP,AGENCE POSTALE,42 RUE DU LAVOIR,,0,07470,LE LAC D ISSARLES,07119,FRANCE
LACHAPELLE GRAILLOUSE AP,AGENCE POSTALE,1 LE VILLAGE,,0,07470,LACHAPELLE GRAILLOUSE,07121,FRANCE
LACHAPELLE SOUS AUBENAS AP,AGENCE POSTALE,36 RUE DES MOULINAGES,,0,07200,LACHAPELLE SOUS AUBENAS,07122,FRANCE
LALEVADE D ARDECHE BP,BUREAU DE POSTE,PLACE DU 14 JUILLET,,0,07380,LALEVADE D ARDECHE,07127,FRANCE
LANARCE AP,AGENCE POSTALE,RUE DU CHANOINE JB TERME,,LE VILLAGE,07660,LANARCE,07130,FRANCE
MAYRES AP,AGENCE POSTALE,45 Place de l Eglise,,Saint MARTIN,07330,MAYRES,07153,FRANCE
PONT DE LABEAUME AP,AGENCE POSTALE,39 RUE DE LA FONTAINE,RN 102,0,07380,PONT DE LABEAUME,07178,FRANCE
LESPERON AP,AGENCE POSTALE,255 RUE PERDIGON,,0,07660,LESPERON,07142,FRANCE
SAINT ETIENNE DE LUGDARES AP,AGENCE POSTALE,788 ROUTE DE LUC,MAIRIE,0,07590,ST ETIENNE DE LUGDARES,07232,FRANCE
SAINT CIRGUES EN MONTAGNE AP,AGENCE POSTALE,PLACE DU BREUIL,MAISON MALOSSE,0,07510,ST CIRGUES EN MONTAGNE,07224,FRANCE
SAINTE EULALIE AP,AGENCE POSTALE,92 RUE DU GERBIER,,0,07510,STE EULALIE,07235,FRANCE
ST LAURENT LES BAINS-LAVAL D AUR AP,AGENCE POSTALE,VILLAGE,,ST LAURENT LES BAINS,07590,ST LAURENT BAINS LAVAL D AURELLE,07262,FRANCE
ST PIERRE DE COLOMBIER AP,AGENCE POSTALE,65 LE BOURG,,0,07450,ST PIERRE DE COLOMBIER,07282,FRANCE
SAINT PRIVAT BP,BUREAU DE POSTE,PLACE DU MARCHE,,0,07200,ST PRIVAT,07289,FRANCE
LA SOUCHE AP,AGENCE POSTALE,1 place du champ clos,,0,07380,LA SOUCHE,07315,FRANCE
THUEYTS BP,BUREAU DE POSTE,20 PLACE DU CHAMP DE MARS,,0,07330,THUEYTS,07322,FRANCE
UCEL AP,AGENCE POSTALE,ROUTE NATIONALE,,0,07200,UCEL,07325,FRANCE
USCLADES ET RIEUTORD AP,AGENCE POSTALE,2693 ROUTE D USCLADES,,0,07510,USCLADES ET RIEUTORD,07326,FRANCE
VALS LES BAINS BP,BUREAU DE POSTE,77 RUE JEAN JAURES,,0,07600,VALS LES BAINS,07331,FRANCE
VESSEAUX AP,AGENCE POSTALE,ROUTE NATIONALE,,0,07200,VESSEAUX,07339,FRANCE
VOGUE AP,AGENCE POSTALE,52 GRAND RUE,LE VILLAGE,0,07200,VOGUE,07348,FRANCE
SAINT ETIENNE DE FONTBELLON BP,BUREAU DE POSTE,490 ROUTE D ALES,CC LECLERC,0,07200,ST ETIENNE DE FONTBELLON,07231,FRANCE
ANNONAY EUROPE-CARNOT BP,BUREAU DE POSTE,9 PLACE DU 18 JUIN 1940,,0,07100,ANNONAY,07010,FRANCE
ANNONAY LEVERT BP,BUREAU DE POSTE,5 RUE LEVERT,,0,07109,ANNONAY CEDEX,07010,FRANCE
ARDOIX AP,AGENCE POSTALE,ROUTE DU BICENTENAIRE,,0,07290,ARDOIX,07013,FRANCE
ARLEBOSC AP,AGENCE POSTALE,45 PLACE DU MARCHE,,0,07410,ARLEBOSC,07014,FRANCE
BOULIEU LES ANNONAY BP,BUREAU DE POSTE,PLACE DE LA FONTAINE,,0,07100,BOULIEU LES ANNONAY,07041,FRANCE
CHAMPAGNE AP,AGENCE POSTALE,PLACE DE LA MAIRIE,,0,07340,CHAMPAGNE,07051,FRANCE
COLOMBIER LE VIEUX AP,AGENCE POSTALE,22 GRANDE RUE,,0,07410,COLOMBIER LE VIEUX,07069,FRANCE
DAVEZIEUX,BUREAU CENTRE,19 RUE DES JARDINS DE TARTAVEL,,0,07430,DAVEZIEUX,07078,FRANCE
FELINES AP,AGENCE POSTALE,RUE DE L ANCIENNE POSTE,,0,07340,FELINES,07089,FRANCE
LIMONY AP,AGENCE POSTALE,21 place des anciens combattants,,0,07340,LIMONY,07143,FRANCE
PAILHARES AP,AGENCE POSTALE,10 ROUTE DU COL DU BUISSON,,0,07410,PAILHARES,07170,FRANCE
PEAUGRES AP,AGENCE POSTALE,36 PLACE DE L EGLISE,,0,07340,PEAUGRES,07172,FRANCE
PEYRAUD AP,AGENCE POSTALE,3 RUE DE LA MAIRIE,,0,07340,PEYRAUD,07174,FRANCE
ANDANCE AP,AGENCE POSTALE,2 PLACE DU CLOITRE,MAIRIE,0,07340,ANDANCE,07009,FRANCE
PREAUX AP,AGENCE POSTALE,90 PLACE DU COUVENT,,0,07290,PREAUX,07185,FRANCE
QUINTENAS AP,AGENCE POSTALE,25 PLACE DE L EGLISE,,0,07290,QUINTENAS,07188,FRANCE
ROIFFIEUX AP,AGENCE POSTALE,LE GRAND CHEMIN,,0,07100,ROIFFIEUX,07197,FRANCE
LALOUVESC AP,AGENCE POSTALE,RUE DES CEVENNES,MAIRIE,0,07520,LALOUVESC,07128,FRANCE
SAINT DESIRAT AP,AGENCE POSTALE,23 PLACE SIMONE VEIL,,0,07340,ST DESIRAT,07228,FRANCE
SAINT FELICIEN BP,BUREAU DE POSTE,PLACE DE L HOTEL DE VILLE,,0,07410,ST FELICIEN,07236,FRANCE
SAINT JEURE D AY AP,AGENCE POSTALE,3 PLACE DE L AN 2000,,0,07290,ST JEURE D AY,07250,FRANCE
SAINT JULIEN VOCANCE AP,AGENCE POSTALE,1 CHEMIN DU CHAMP,,0,07690,ST JULIEN VOCANCE,07258,FRANCE
SAINT MARCEL LES ANNONAY AP,AGENCE POSTALE,2 PLACE DE L EGLISE,,0,07100,ST MARCEL LES ANNONAY,07265,FRANCE
SAINT ROMAIN D AY AP,AGENCE POSTALE,40 PLACE DE LA FONTAINE,,0,07290,ST ROMAIN D AY,07292,FRANCE
SAINT VICTOR AP,AGENCE POSTALE,1 PLACE DE LA MAIRIE,,0,07410,ST VICTOR,07301,FRANCE
SATILLIEU BP,BUREAU DE POSTE,PLACE DES GAUDS,,0,07290,SATILLIEU,07309,FRANCE
SERRIERES BP,BUREAU DE POSTE,54 QUAI JULES ROCHE,,0,07340,SERRIERES,07313,FRANCE
VANOSC AP,AGENCE POSTALE,PLACE DES DROITS DE L HOMME,,0,07690,VANOSC,07333,FRANCE
VILLEVOCANCE AP,AGENCE POSTALE,60 RUE DE LA LIBERATION,,0,07690,VILLEVOCANCE,07342,FRANCE
VOCANCE AP,AGENCE POSTALE,23 MONTEE DE L EGLISE,,0,07690,VOCANCE,07347,FRANCE
BEAUCHASTEL BP,BUREAU DE POSTE,4 BIS ROUTE DU PONT,,0,07800,BEAUCHASTEL,07027,FRANCE
DUNIERE SUR EYRIEUX AP,AGENCE POSTALE,1187 AVENUE DES 2 RIVIERES,,0,07360,DUNIERE SUR EYRIEUX,07083,FRANCE
FLAVIAC AP,AGENCE POSTALE,PLACE JEAN JAURES,,0,07000,FLAVIAC,07090,FRANCE
GLUIRAS AP,AGENCE POSTALE,PLACE DE LIBERTE,,0,07190,GLUIRAS,07096,FRANCE
MARCOLS LES EAUX AP,AGENCE POSTALE,PLACE DE LA MAIRIE,,0,07190,MARCOLS LES EAUX,07149,FRANCE
LES OLLIERES SUR EYRIEUX BP,BUREAU DE POSTE,LE BAS PRANLES,,0,07360,LES OLLIERES SUR EYRIEUX,07167,FRANCE
LE POUZIN BP,BUREAU DE POSTE,5 RUE MARCEL NICOLAS,,0,07250,LE POUZIN,07181,FRANCE
ST LAURENT DU PAPE AP,AGENCE POSTALE,1 Place de la Mairie,MAIRIE,0,07800,ST LAURENT DU PAPE,07261,FRANCE
SAINT PIERREVILLE AP,AGENCE POSTALE,6 PLACE DU CLOT,Mairie,0,07190,ST PIERREVILLE,07286,FRANCE
PRIVAS,BUREAU CENTRE,AVENUE DE L EUROPE UNIE,,BP 608,07006,PRIVAS CEDEX,07186,FRANCE
CHOMERAC AP,AGENCE POSTALE,10 RUE DU BOSQUET,,0,07210,CHOMERAC,07066,FRANCE
SAINT SAUVEUR DE MONTAGUT AP,AGENCE POSTALE,27 A GRANDE RUE,,0,07190,ST SAUVEUR DE MONTAGUT,07295,FRANCE
CHARMES SUR RHONE AP,AGENCE POSTALE,12 RUE DE LA FAYSSE,MAISON DE RETRAITE LES MIMOSAS,0,07800,CHARMES SUR RHONE,07055,FRANCE
SAINT FORTUNAT SUR EYRIEUX AP,AGENCE POSTALE,80 B ALLEE DE LA MAIRIE,,0,07360,ST FORTUNAT SUR EYRIEUX,07237,FRANCE
SAINT JULIEN DU GUA AP,AGENCE POSTALE,2 PLACE DU BACHAS,,0,07190,ST JULIEN DU GUA,07253,FRANCE
SAINT JULIEN EN ST ALBAN AP,AGENCE POSTALE,1 PLACE FERNAND VINSON,,0,07000,ST JULIEN EN ST ALBAN,07255,FRANCE
ST MICHEL DE CHABRILLANOUX AP,AGENCE POSTALE,RUE DE LA FONTAINE,156,0,07360,ST MICHEL DE CHABRILLANOUX,07278,FRANCE
LA VOULTE SUR RHONE BP,BUREAU DE POSTE,6 RUE MARX DORMOY,,0,07800,LA VOULTE SUR RHONE,07349,FRANCE
BEAULIEU AP,AGENCE POSTALE,PLACE DE L EGLISE,,0,07460,BEAULIEU,07028,FRANCE
BERRIAS ET CASTELJAU AP,AGENCE POSTALE,50 PLACE DE LA MAIRIE,,0,07460,BERRIAS ET CASTELJAU,07031,FRANCE
GROSPIERRES AP,AGENCE POSTALE,662 ROUTE DU MARRONNIER,,0,07120,GROSPIERRES,07101,FRANCE
JOYEUSE BP,BUREAU DE POSTE,PRAT DE LA VEUVE,,0,07260,JOYEUSE,07110,FRANCE
LABLACHERE BP,BUREAU DE POSTE,LA JAUJON,,0,07230,LABLACHERE,07117,FRANCE
LARGENTIERE BP,BUREAU DE POSTE,PLACE DE LA POSTE,,0,07110,LARGENTIERE,07132,FRANCE
LAURAC EN VIVARAIS AP,AGENCE POSTALE,20 PLACE DU SOUVENIR,,0,07110,LAURAC EN VIVARAIS,07134,FRANCE
ORGNAC L AVEN AP,AGENCE POSTALE,35 D LA PLACETTE,,0,07150,ORGNAC L AVEN,07168,FRANCE
ROCHER AP,AGENCE POSTALE,10 RUE DE LA MAIRIE,,0,07110,ROCHER,07193,FRANCE
ROCLES AP,AGENCE POSTALE,QUARTIER LA CROIX DE ROCLES,,0,07110,ROCLES,07196,FRANCE
ROSIERES BP,BUREAU DE POSTE,QUARTIER LES VERNADES,ROSIERES SUD ARDECHE PDC,0,07260,ROSIERES,07199,FRANCE
RUOMS,BUREAU CENTRE,PLACE DU GENERAL DE GAULLE,,0,07120,RUOMS,07201,FRANCE
SAINT ALBAN AURIOLLES AP,AGENCE POSTALE,AVENUE PASTEUR,,0,07120,ST ALBAN AURIOLLES,07207,FRANCE
SAINT ANDRE DE CRUZIERES AP,AGENCE POSTALE,15 route de Saint Paul le Jeune,,0,07460,ST ANDRE DE CRUZIERES,07211,FRANCE
SAINT PAUL LE JEUNE BP,BUREAU DE POSTE,RUE GASTON ROUSSEL,37,0,07460,ST PAUL LE JEUNE,07280,FRANCE
UZER AP,AGENCE POSTALE,92 ROUTE D AUBENAS,POLE COMMERCIAL,0,07110,UZER,07327,FRANCE
VALGORGE BP,BUREAU DE POSTE,VILLAGE DE VALGORGE,,0,07110,VALGORGE,07329,FRANCE
VALLON PONT D ARC BP,BUREAU DE POSTE,PLACE DE L ANCIENNE GARE,,0,07150,VALLON PONT D ARC,07330,FRANCE
LES VANS BP,BUREAU DE POSTE,LA ROUCHEYROLLE,,0,07140,LES VANS,07334,FRANCE
VINEZAC AP,AGENCE POSTALE,1 BIS PLACE DENIS TENDIL,,0,07110,VINEZAC,07343,FRANCE
ARPAJON SUR CERE,BUREAU CENTRE,2 AVENUE JEAN JAURES,,0,15130,ARPAJON SUR CERE,15012,FRANCE
BOISSET AP,AGENCE POSTALE,LE BOURG,,0,15600,BOISSET,15021,FRANCE
CALVINET AP,AGENCE POSTALE,39 RUE DE LA CHATAIGNERAIE,LE BOURG,CALVINET,15340,PUYCAPEL,15027,FRANCE
CASSANIOUZE AP,AGENCE POSTALE,1 PLACE STE CROIX,,LE BOURG,15340,CASSANIOUZE,15029,FRANCE
CAYROLS AP,AGENCE POSTALE,1 PLACE DU 19 MARS 1962,MAIRIE,0,15290,CAYROLS,15030,FRANCE
JUNHAC AP,AGENCE POSTALE,LE BOURG,,0,15120,JUNHAC,15082,FRANCE
LABROUSSE AP,AGENCE POSTALE,3 PLACE DE LA FONTAINE,PLACE DE LA FONTAINE,0,15130,LABROUSSE,15085,FRANCE
LADINHAC AP,AGENCE POSTALE,1 PLACE CELINA ESQUIROU,,0,15120,LADINHAC,15089,FRANCE
LAFEUILLADE EN VEZIE BP,BUREAU DE POSTE,3 ESPACE GERAUD CANIS,,0,15130,LAFEUILLADE EN VEZIE,15090,FRANCE
LEYNHAC AP,AGENCE POSTALE,LE BOURG,,0,15600,LEYNHAC,15104,FRANCE
MAURS BP,BUREAU DE POSTE,92 RUE TOUR DE VILLE,,0,15600,MAURS,15122,FRANCE
MONTSALVY BP,BUREAU DE POSTE,RUE DU TOUR DE VILLE,,0,15120,MONTSALVY,15134,FRANCE
PARLAN AP,AGENCE POSTALE,AU BOURG,,0,15290,PARLAN,15147,FRANCE
POLMINHAC AP,AGENCE POSTALE,21 RUE DE LA GARE,,0,15800,POLMINHAC,15154,FRANCE
ROANNES ST MARY AP,AGENCE POSTALE,1 PLACE DE LA MAIRIE,,LE ROUGET,15220,ROANNES ST MARY,15268,FRANCE
SAINT CONSTANT AP,AGENCE POSTALE,19 RUE DU VIEUX BOURG,,ST CONSTANT,15600,ST CONSTANT FOURNOULES,15181,FRANCE
SAINT JACQUES DES BLATS AP,AGENCE POSTALE,ROUTE NATIONALE,,0,15800,ST JACQUES DES BLATS,15192,FRANCE
SAINT MAMET LA SALVETAT BP,BUREAU DE POSTE,LE BOURG,,0,15220,ST MAMET LA SALVETAT,15196,FRANCE
PRUNET AP,AGENCE POSTALE,1 PLACE DE LA FONTAINE,,0,15130,PRUNET,15156,FRANCE
TEISSIERES LES BOULIES AP,AGENCE POSTALE,4 ROUTE DES SOURCES,,0,15130,TEISSIERES LES BOULIES,15234,FRANCE
THIEZAC AP,AGENCE POSTALE,48 GRANDE RUE,OFFICE DU TOURISME,0,15800,THIEZAC,15236,FRANCE
MARCOLES AP,AGENCE POSTALE,1 RUE DES DAMES,,0,15220,MARCOLES,15117,FRANCE
VEZAC AP,AGENCE POSTALE,44 RUE PIERRE MARTY,,0,15130,VEZAC,15255,FRANCE
VIC SUR CERE BP,BUREAU DE POSTE,RUE DU 14 JUILLET 1789,,0,15800,VIC SUR CERE,15258,FRANCE
VITRAC AP,AGENCE POSTALE,LE BOURG,,0,15220,VITRAC,15264,FRANCE
LE ROUGET BP,BUREAU DE POSTE,2 PLACE DE LA MAIRIE,,LE ROUGET,15290,LE ROUGET PERS,15268,FRANCE
AURILLAC JORDANNE,BUREAU CENTRE,10 RUE SALVADOR ALLENDE,,0,15000,AURILLAC,15014,FRANCE
AYRENS AP,AGENCE POSTALE,LE BOURG,,0,15250,AYRENS,15016,FRANCE
JUSSAC BP,BUREAU DE POSTE,5 ALLEE DES PAVILLONS,,0,15250,JUSSAC,15083,FRANCE
LASCELLE AP,AGENCE POSTALE,1 rue du Puy,,0,15590,LASCELLE MANDAILLES,15096,FRANCE
NAUCELLES BP,BUREAU DE POSTE,5 PLACE DE LA HALLE,,0,15250,NAUCELLES,15140,FRANCE
ROUFFIAC AP,AGENCE POSTALE,LE BOURG,Le bourg,0,15150,ROUFFIAC,15165,FRANCE
SAINT CERNIN AP,AGENCE POSTALE,10 RUE DE LA MAIRIE,,0,15310,ST CERNIN,15175,FRANCE
GLENAT AP,AGENCE POSTALE,LE BOURG,1 Place Raymond Four,0,15150,GLENAT,15076,FRANCE
SAINT ILLIDE AP,AGENCE POSTALE,LE BOURG,,0,15310,ST ILLIDE,15191,FRANCE
YTRAC AP,AGENCE POSTALE,3 PLACE PIERRE MOISSINAC,,0,15130,YTRAC,15267,FRANCE
SANSAC DE MARMIESSE BP,BUREAU DE POSTE,4 PLACE DU COMMERCE,,0,15130,SANSAC DE MARMIESSE,15221,FRANCE
SAINT PAUL DES LANDES AP,AGENCE POSTALE,10 GRANDE RUE,,0,15250,ST PAUL DES LANDES,15204,FRANCE
SAINT SIMON LPAC AP,AGENCE POSTALE,6 PLACE DE L EGLISE,,0,15130,ST SIMON,15215,FRANCE
LAROQUEBROU AP,AGENCE POSTALE,2 BIS RUE EMILE DUMAS,,0,15150,LAROQUEBROU,15094,FRANCE
TOURNEMIRE AP,AGENCE POSTALE,1 RUE EDOUARD MARTY,MAIRIE,0,15310,TOURNEMIRE,15238,FRANCE
VELZIC AP,AGENCE POSTALE,10 RUE DU LAVOIR,,0,15590,VELZIC,15252,FRANCE
AURILLAC MARMIERS BP,BUREAU DE POSTE,96 RUE LEON BLUM,,0,15014,AURILLAC CEDEX,15014,FRANCE
AURILLAC COEUR DE VILLE BP,BUREAU DE POSTE,11 RUE DES FRERES,,0,15000,AURILLAC,15014,FRANCE
ALLY AP,AGENCE POSTALE,4 PLACE DE L EGLISE,,0,15700,ALLY,15003,FRANCE
ANGLARDS DE SALERS AP,AGENCE POSTALE,LE BOURG,,0,15380,ANGLARDS DE SALERS,15006,FRANCE
ANTIGNAC AP,AGENCE POSTALE,19 RUE PAUL ANTOINE DE MIRANDE,MAIRIE,0,15240,ANTIGNAC,15008,FRANCE
ARCHES AP,AGENCE POSTALE,LE BOURG,,0,15200,ARCHES,15010,FRANCE
CHALVIGNAC AP,AGENCE POSTALE,LE BOURG,,0,15200,CHALVIGNAC,15036,FRANCE
CHAMPAGNAC AP,AGENCE POSTALE,LE BOURG,REGROUPEMENT COMMERCIAL ET DE SERVICES,0,15350,CHAMPAGNAC,15037,FRANCE
CHAMPS SUR TARENTAINE BP,BUREAU DE POSTE,10 PLACE DE L EGLISE,,0,15270,CHAMPS SUR TARENTAINE MARCHAL,15038,FRANCE
CHAUSSENAC AP,AGENCE POSTALE,6 RUE DE LA MAIRIE,,0,15700,CHAUSSENAC,15046,FRANCE
CHEYLADE AP,AGENCE POSTALE,LE BOURG,,0,15400,CHEYLADE,15049,FRANCE
LE CLAUX AP,AGENCE POSTALE,LE BOURG,,0,15400,LE CLAUX,15050,FRANCE
CONDAT BP,BUREAU DE POSTE,1 PLACE MARIE AIMEE MERAVILLE,,0,15190,CONDAT,15054,FRANCE
DRUGEAC AP,AGENCE POSTALE,LE BOURG,,0,15140,DRUGEAC,15063,FRANCE
LE FALGOUX AP,AGENCE POSTALE,LE BOURG,,0,15380,LE FALGOUX,15066,FRANCE
FONTANGES AP,AGENCE POSTALE,LE  BOURG,,0,15140,FONTANGES,15070,FRANCE
LANOBRE AP,AGENCE POSTALE,115 RUE GEORGES POMPIDOU,,0,15270,LANOBRE,15092,FRANCE
LOUPIAC SAINT CHRISTOPHE AP,AGENCE POSTALE,LE BOURG,,LOUPIAC,15700,PLEAUX,15153,FRANCE
LUGARDE AP,AGENCE POSTALE,PLACE DE L EGLISE,,0,15190,LUGARDE,15110,FRANCE
MARCENAT AP,AGENCE POSTALE,3 RUE DU FLORAC,MAISON DES SERVICES,0,15190,MARCENAT,15114,FRANCE
MAURIAC,BUREAU CENTRE,AVENUE FERNAND TALANDIER,,0,15200,MAURIAC,15120,FRANCE
MENET AP,AGENCE POSTALE,LE BOURG,,0,15400,MENET,15124,FRANCE
MONTBOUDIF AP,AGENCE POSTALE,LE BOURG,,0,15190,MONTBOUDIF,15129,FRANCE
LE MONTEIL AP,AGENCE POSTALE,LE BOURG,,0,15240,LE MONTEIL,15131,FRANCE
MOUSSAGES AP,AGENCE POSTALE,3 RUE SAINT BARTHELEMY,,0,15380,MOUSSAGES,15137,FRANCE
PLEAUX BP,BUREAU DE POSTE,PLACE GEORGES POMPIDOU,,0,15700,PLEAUX,15153,FRANCE
ST BONNET DE CONDAT AP,AGENCE POSTALE,LE BOURG,,0,15190,ST BONNET DE CONDAT,15173,FRANCE
